method,test_case,participant,fluency,exposure,contrast,color,sharpness,noise,compression_artifacts,aesthetic
v3740,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,0,0,0,0,1,0,-1
v2349,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,1
v3583,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,-1,0,-1,0,1,-1,1
v2828,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,0,-1,-1,1,-1,1,-1,-1
v4537,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,1
v4034,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,1
v3175,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,-1,-1,-1,-1,-1,1,-1,-1
v0094,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,-1,-1,-1,-1,-1,1,1,-1
v4048,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,1
v3555,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,1
v3175,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,0,0,0,0,-1,1,0,-1
v2513,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,-1
v2419,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,-1,1,1,1,-1,1,1,-1
v3740,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,1
v2801,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,-1,1,-1,1,1,-1
v2889,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,-1,1,-1,-1,-1,1,1,-1
v3555,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,1,1,1,1,1,1,1
v2328,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,0,0,0,0,1,0,1
v2181,Maxwell,8cd3ce2a-ac44-4c97-9c43-0018d5190dd0,1,0,0,0,0,1,0,1
v1859,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,-1,0,-1,0,0,0,0,0
v3740,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,0,0,0,0,-1,0
v2519,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,0,0,0,0,0,0,0,0
v2328,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,0,-1,-1,0,-1,0
v3740,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,-1,0,0,0,0,0,0
v3355,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,-1,-1,-1,-1,-1,0,0
v2181,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,0,0,0,0,-1,0
v4097,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,0,1,1,0,0,1,0,1
v2181,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,0,0,0,0,0,0
v0529,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,-1,0,-1,0,0,0,0,-1
v0094,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,0,-1,0,-1,-1,-1,-1,-1
v1373,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,-1,0,0,0,-1,0
v4537,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,1,1,1,0,1,0,1
v4511,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,0,1,1,0,1,1,0,1
v3065,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,-1,0,0,-1,0,-1,-1
v0162,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,-1,-1,0,0,-1,0,-1,0
v0328,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,-1,-1,-1,-1,-1,-1,-1,-1
v0314,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,-1,1,1,0,-1,-1,-1,-1
v2328,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,-1,-1,0,0,0,0,-1
v2519,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,-1,0,0,1,0,0
v1859,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,-1,0,0,0,0,0,0,0
v1190,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,0,0,-1,0,-1,-1
v4537,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,1,1,1,0,0,1,1
v2635,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,0,0,0,0,0,0
v3583,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,0,1,1,1,0,1,0,0
v4537,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,1,1,1,0,0,0,1
v4097,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,0,1,1,1,1,1,0,1
v4166,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,1,0,0,0,0,0,0,-1
v1984,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,-1,0,-1,-1,-1,0,-1,0
v4235,Maxwell,d12d5d74-bc96-4264-8af6-cad9543bb1a7,0,1,1,1,0,1,0,0
v3175,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,0,0,0,0,0,1,0
v0162,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,0,0,0,0,0,1,0
v0265,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,0,0,1,0,0,1,1
v4125,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,1,0,1,1,1,1
v4235,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,0,1,0,1,0,0
v2083,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,1,0,0,0,1,0,1
v1025,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,1,1,1,1,1,1
v2328,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,0,0,-1,-1,0,0,0
v0314,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,-1,0,0,-1,0,1,0,0
v0265,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,1,0,0,1,0,1
v1373,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,1,0,0,0,1,0,0
v2063,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,0,1,0,1,0,0
v1394,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,1,0,0,-1,0,0,0
v0314,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,0,0,0,0,0,0,1
v0094,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,0,0,0,-1,-1,-1,0
v1984,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,1,1,1,1,1,1
v0878,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,1,1,1,1,1,1
v0530,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,-1,0,0,-1,-1,-1,0,0
v2328,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,0,1,0,0,0,0
v2181,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,0,0,0,0,0,1,1
v2519,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,1,1,1,1,1,1
v0530,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,-1,0,-1,-1,-1,0,1,0
v2349,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,1,1,1,1,1,1
v2801,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,-1,0,-1,0,-1,0,0,0
v1394,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,0,0,0,0,0,1,0
v0009,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,-1,1,1,0,1,1,0
v4048,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,1,0,1,1,1,1,0
v3740,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,0,1,0,0,0,1,1,1
v2083,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,0,1,0,1,1,1
v1025,Maxwell,bbe32537-a4df-4a47-a041-578e56beeaff,1,1,0,0,0,1,1,-1
v4537,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,1,1,1,0,1,1,1
v4048,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,1,0,0,0,0,0,0
v0094,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,-1,-1,-1,-1,-1,-1,-1
v2801,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,0,0,0,-1,-1,0,0
v2801,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,0,0,0,-1,-1,0,0
v0530,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,-1,-1,-1,-1,-1,-1
v0529,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,0,0,0,0,0,-1,0
v0265,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,-1,-1,-1,0,-1,-1,-1
v0878,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,0,0,-1,1,0,-1,-1
v0314,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,0,-1,-1,-1,-1,-1,-1
v2889,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,-1,-1,1,-1,-1,-1
v2181,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,0,0,0,-1,-1,-1,-1
v3292,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,0,0,-1,-1,-1,0
v2525,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,1,0,0,0,0,-1,0
v0886,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,0,0,0,-1,-1,0
v3740,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,-1,-1,0,-1,-1,-1
v0824,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,-1,-1,-1,0,-1,-1,-1
v0886,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,-1,0,0,0,-1,-1,0
v2519,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,1,0,0,0,1,1,0
v2513,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,-1,-1,-1,0,-1,-1,-1
v4235,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,-1,0,1,1,1,-1
v2525,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,0,0,0,0,1,1,0
v2419,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,-1,-1,-1,-1,-1,-1,-1
v2519,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,1,1,0,0,1,1,0
v1703,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,0,1,0,1,1,1,0
v4511,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,1,0,0,0,0,0,0
v2635,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,1,0,0,1,-1,0
v0530,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,-1,-1,-1,-1,-1,-1,-1,-1
v4097,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,1,1,1,1,0,1,1,1
v3065,Maxwell,0d163640-7ce2-47ca-83f8-bcfba73c7585,0,0,0,0,0,0,0,0
v2889,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,-1,-1,0,0,0,-1
v0824,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,1,0,-1,-1,-1,0
v2635,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,1,1,1,0,1,0
v0265,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,1,1,1,1,1,0
v0886,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,-1,0,-1,-1,-1,0,0
v3740,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,1,1,1,0,1,0
v2635,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,0,0,0,0,0,0,0
v1025,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,-1,0,-1,0,0,0,0,0
v2513,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,0,0,0,0,-1,0,0
v2063,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,0,0,0,0,-1,-1,0
v2525,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,1,1,1,1,1,1
v0328,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,-1,-1,-1,-1,-1,-1,-1,-1
v2828,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,0,-1,1,-1,0,-1,0
v0824,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,0,0,1,-1,0,-1,0
v2525,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,0,1,0,0,-1,0
v4537,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,1,1,0,0,0,1
v3292,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,0,-1,-1,0,-1,0,0
v1373,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,-1,0,-1,0,0,0,0
v2181,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,0,0,0,0,0,0,0
v1703,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,0,0,1,1,0,-1,0
v2889,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,0,0,-1,0,0,-1,0
v2828,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,-1,0,0,1,-1,-1,-1,0
v0265,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,-1,0,0,0,0,0,0
v2635,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,0,0,1,0,0,0,0
v2063,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,-1,0,0,-1,-1,-1,-1
v1397,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,-1,0,0,0,1,0,0,1
v4125,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,1,1,0,0,0,1,1
v3740,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,0,0,0,1,0,1,0,0
v4537,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,0,0,1,0,1,1,1
v2801,Maxwell,ca16fe2b-5040-422c-8b55-82fb9bf6de2d,1,1,0,-1,-1,0,-1,-1
v4125,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,0,0,-1,0,-1,0
v2519,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,1,0,1,1,1,1
v0886,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,-1,-1,-1,-1,-1,-1,0
v4511,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,0,0,1,1,1,1
v2083,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,0,-1,0,-1,-1,-1,0
v1373,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,-1,-1,-1,-1,-1,-1,0
v2519,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,1,0,0,1,0,0,1
v0314,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,0,0,0,-1,0,-1,-1
v3740,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,1,0,1,0,1,0,1
v1025,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,-1,0,0,0,-1,-1,0
v1397,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,-1,0,0,0,-1,-1,-1
v0094,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,-1,-1,-1,-1,-1,-1,-1
v0265,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,0,-1,0,-1,-1,0,1
v3292,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,-1,0,-1,-1,-1,0
v4048,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,-1,0,0,0,0,0
v4511,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,0,0,1,1,1,1
v1025,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,-1,0,0,-1,-1,-1,0
v1477,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,0,0,0,-1,-1,-1,0
v2328,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,1,-1,0,0,0,1
v2828,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,0,0,1,-1,-1,-1,0
v3740,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,0,-1,0,0,0,0
v0529,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,-1,-1,0,-1,-1,-1,0
v3583,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,1,1,0,1,1,0,1
v2349,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,0,0,0,0,0,0,1
v3292,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,1,0,0,0,0,0,-1,1
v1447,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,0,0,-1,-1,-1,-1,0
v1394,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,-1,-1,0,0,-1,-1,0,-1
v2349,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,0,1,0,1,1,1,0,0
v2419,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,0,0,0,0,0,0,0,1
v0094,Maxwell,3bbd9e58-5b06-469e-9fa9-7e044bd4eac4,0,-1,-1,-1,-1,-1,-1,-1
v2525,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,-1,-1,-1,0,0,1,0
v1703,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,0,1,1,0,0,1,0
v2519,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,0,-1,-1,0,1,1,0
v1397,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,1,1,1,0,0,0,-1
v4166,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,0,-1,-1,0,0,0,0
v4048,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,1,1,1,1,1,1,1,1
v2513,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,-1,0,-1,0,0,0,0
v3740,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,1,0,-1,-1,0,1,0,0
v1373,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,1,0,-1,0,0,1,0,0
v2419,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,0,-1,-1,-1,0,1,0
v0265,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,-1,-1,-1,-1,0,1,0
v0530,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,0,-1,-1,-1,-1,0,0
v1394,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,0,-1,1,-1,-1,-1,0
v1025,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,0,-1,-1,0,0,1,0
v0529,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,1,-1,0,-1,0,0,0
v4537,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,1,1,1,1,1,1,1,1
v2513,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,0,-1,-1,0,0,-1,0
v4034,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,1,1,1,0,1,1,0
v0094,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,-1,-1,0,-1,-1,-1,-1
v0009,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,-1,-1,-1,-1,-1,-1,-1
v1477,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,-1,1,1,0,0,-1,0
v2519,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,1,0,-1,-1,0,1,1,0
v4537,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,1,1,1,1,0,1,1,1
v2828,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,0,-1,0,-1,-1,0,0
v0886,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,1,-1,-1,0,0,-1,1,0
v2181,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,0,-1,-1,0,-1,1,-1
v0162,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,-1,-1,0,-1,-1,0,-1
v4235,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,0,0,1,-1,1,1,0
v2889,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,0,-1,-1,0,-1,0,1,0
v1373,Maxwell,07cb0fec-6496-46fd-9cbc-0dea3022bb18,-1,0,0,-1,0,1,1,0
v4097,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,1,1,1,1
v4511,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,0,0,0,1,1,1,0
v3292,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,0,-1,0,0,0
v4537,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,1,1,1,1
v4034,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,1,1,1,1
v3292,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,0,-1,0,-1,0
v3583,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,0,1,1,1
v1703,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,1,1,1,1,1,1,-1
v3583,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,0,1,1,0
v0009,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,-1,0,0,0,1,1,-1
v2419,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,-1,1,0,0,1,1,0
v1025,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,0,0,1,0,1,1,1,0
v4034,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,1,1,1,1
v3175,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,0,1,-1,1,-1,0,-1,-1
v3583,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,1,0,1,1,1
v1447,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,1,0,1,1,1
v2889,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,0,0,1,1,0,1,1,0
v4235,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,0,1,1,1
v1477,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,0,1,1,1,1,1,1,0
v0886,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,0,0,0,1,0
v2513,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,0,0,1,1,1
v4034,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,1,1,1,1,1,1,1
v0328,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,1,0,0,-1,-1,0,-1
v0886,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,-1,0,0,1,0,1,0
v2181,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,0,0,1,1,0
v1703,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,1,1,1,1,1,1,0
v0094,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,-1,-1,0,-1,0,0,-1
v2083,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,0,0,0,0,1,1,0
v0878,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,-1,1,1,1,1,1,1,1
v2181,Maxwell,f2a9fc90-657b-4726-9c43-bfa9bb2896ad,1,0,0,0,0,0,1,0
v0094,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,1,-1,-1,-1,0
v0529,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,-1,0,0,1,-1,-1,0,0
v1477,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,0,-1,-1,-1,0
v2181,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,0,-1,-1,-1,-1
v1984,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,-1,-1,-1,-1,-1,0
v0162,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,1,-1,-1,-1,1
v2635,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,0,-1,-1,-1,0
v2525,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,-1,0,0,0,-1,-1,-1,0
v2083,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,-1,0,-1,-1,-1,-1,-1,0
v0265,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,0,-1,-1,0,-1,-1,-1,0
v4511,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,-1,0,1,0,1,0,0,0
v1984,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,-1,-1,-1,-1,-1,0,0
v3175,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,0,-1,0,1,0
v1190,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,-1,0,0,1,0
v4048,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,0,1,1,0,0
v0314,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,-1,0,0,0,-1,-1,-1,0
v0824,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,0,1,0,0,0,0,1,0
v2349,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,-1,1,1,1,1,1,1,0
v1984,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,1,0,0,0,-1,0,0,0
v3583,Maxwell,97de5541-daa2-4923-b5fd-316b14861fe4,0,0,0,0,-1,0,0,0
